customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15776807,654,France,Male,29,1,0.0,1,1,0,180345.44,0
15750049,621,France,Male,40,10,163823.37,1,0,0,89519.47,0
15673223,626,France,Male,44,10,0.0,2,0,0,164287.86,0
15568849,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0
15685500,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0
15688157,683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0
15751203,702,France,Male,26,5,56738.47,2,1,1,100442.22,1
15806249,671,Spain,Female,31,4,0.0,2,0,1,79270.02,0
15566156,749,Germany,Female,44,0,71497.79,2,0,0,151083.8,0
15654859,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1
15721658,672,Spain,Female,56,2,209767.31,2,1,1,150694.42,1
15644132,724,France,Female,30,9,142475.87,1,1,1,107848.24,0
15815690,614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0
15733661,639,Spain,Female,27,8,133806.54,2,1,0,6251.3,0
15729040,440,France,Male,42,2,0.0,2,1,0,49826.68,0
15592570,773,Spain,Female,23,8,0.0,2,1,0,56759.79,0
15727361,547,France,Female,51,1,0.0,2,1,1,56908.41,0
15570931,620,France,Male,61,5,0.0,1,0,0,31641.52,1
15646784,529,France,Female,31,2,164003.05,2,1,1,60993.23,0
15812040,594,France,Male,36,6,153880.15,1,0,0,135431.72,0
15600173,595,France,Female,33,9,0.0,2,1,1,41447.86,0
15813412,721,France,Female,55,3,44020.89,1,1,0,65864.4,1
15728706,534,France,Female,49,7,0.0,1,1,0,13566.48,1
15727619,753,Germany,Female,46,9,113909.69,3,1,0,92320.37,1
15758750,564,France,Male,31,0,110527.17,1,1,1,87060.77,0
15713594,543,France,Female,32,7,147256.86,1,1,0,112771.95,0
15639278,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1
15781307,779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0
15675231,518,France,Female,45,8,0.0,2,1,1,36193.07,0
15801462,716,France,Male,31,8,109578.04,2,1,1,51503.51,0
15666332,690,Spain,Female,48,2,0.0,2,1,1,3149.1,0
15576945,582,France,Male,29,0,0.0,1,1,0,142516.35,0
15784148,643,France,Male,62,9,0.0,2,0,0,155870.82,0
15681550,614,France,Female,41,8,121558.46,1,1,1,598.8,0
15695679,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0
15805463,682,Germany,Male,32,2,105163.88,2,1,1,164170.46,0
15770554,769,France,Male,31,4,61297.05,2,1,1,7118.02,0
15712319,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0
15632899,662,Spain,Male,20,9,104508.77,2,0,0,73107.53,0
15633666,701,Spain,Female,33,7,123870.07,1,1,0,97794.71,0
15747208,608,France,Male,50,6,0.0,1,1,0,93568.77,1
15658032,701,France,Male,39,2,0.0,2,1,1,82526.92,0
15695585,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0
15585533,679,France,Male,36,6,147733.64,1,0,1,172501.38,0
15755825,666,France,Male,39,10,0.0,2,1,0,102999.33,0
15668081,581,Spain,Female,50,4,0.0,2,1,1,80701.72,0
15578374,620,Spain,Male,36,7,169312.72,1,1,0,45414.09,0
15640866,718,France,Female,29,3,0.0,1,0,1,134462.29,0
15617705,609,France,Female,39,8,141675.23,1,0,1,175664.25,0
15763683,678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1
15668886,684,Spain,Female,38,3,0.0,2,1,0,44255.65,0
15628972,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,1
15659800,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1
15786167,649,Spain,Male,20,5,0.0,2,1,1,58309.54,0
15723488,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1
15647385,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1
15639665,846,Spain,Male,61,0,0.0,2,1,1,96202.44,0
15631222,485,France,Female,39,2,75339.64,1,1,1,70665.16,0
15720968,606,Germany,Male,27,2,130274.26,2,1,0,147533.09,0
15624611,497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0
15774166,607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0
15717225,544,France,Female,21,10,161525.96,2,1,0,9262.77,0
15785042,488,France,Female,31,8,97588.6,1,0,0,124210.53,0
15684548,556,Spain,Male,38,8,0.0,2,0,0,417.41,1
15709741,668,France,Male,28,4,107141.27,1,1,0,193018.71,0
15649451,746,France,Male,25,9,0.0,2,0,1,88728.47,0
15658158,672,Germany,Female,23,10,110741.56,1,1,0,80778.5,0
15683892,677,Germany,Female,26,3,102395.79,1,1,0,119368.99,0
15752838,723,Spain,Male,38,6,0.0,2,1,1,94415.6,0
15714087,624,Germany,Female,45,5,151855.33,1,1,0,68794.15,0
15696588,679,France,Female,36,3,0.0,2,1,1,2243.41,0
15583552,674,Germany,Male,44,3,88902.21,1,1,0,73731.32,0
15786789,725,France,Female,29,6,0.0,2,1,1,190776.83,0
15593601,734,France,Male,34,6,133598.4,1,1,1,13107.24,0
15724150,814,France,Male,48,9,136596.85,1,1,1,185791.9,0
15801152,553,Spain,Female,39,1,142876.98,2,1,0,44363.42,0
15798341,544,France,Male,38,8,0.0,1,1,1,98208.62,0
15568953,477,France,Male,27,1,128554.98,1,1,1,133173.19,0
15676895,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1
15583480,807,France,Female,36,4,0.0,2,0,1,147007.33,0
15745543,687,France,Male,39,7,0.0,2,1,0,26848.25,0
15566312,660,Spain,Female,42,5,0.0,3,1,1,189016.24,1
15779059,670,France,Female,38,4,119624.54,2,1,1,110472.12,0
15745804,628,France,Male,25,7,0.0,2,1,1,195977.75,0
15653147,594,France,Male,35,2,133853.27,1,1,1,65361.66,0
15752915,488,France,Female,34,2,0.0,2,1,1,181270.84,0
15757537,610,France,Female,31,6,107784.65,1,1,1,141137.53,0
15654733,794,Germany,Male,57,3,117056.46,1,1,0,93336.93,1
15782404,487,France,Female,34,2,96019.5,1,0,0,9085.0,0
15580684,706,France,Female,29,5,112564.62,1,1,0,42334.38,0
15696277,651,France,Female,34,9,0.0,2,1,0,138113.71,0
15636478,621,France,Male,31,7,136658.61,1,1,1,148689.13,0
15567431,773,France,Male,64,2,145578.28,1,0,1,186172.85,0
15764491,701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0
15709604,781,France,Male,23,2,107433.48,1,1,0,173843.21,0
15586243,667,France,Male,44,8,122277.87,1,1,1,91810.71,0
15688264,629,France,Female,43,0,0.0,2,1,1,41263.69,0
15794056,668,France,Female,46,2,0.0,3,1,0,89048.46,1
15645404,625,France,Female,51,4,124620.01,2,1,0,92243.94,1
15750778,653,France,Female,60,2,120731.39,4,1,1,138160.11,1
15654673,625,France,Male,49,6,173434.9,1,1,0,165580.93,1
15786170,659,France,Male,31,4,118342.26,1,0,0,161574.19,0
15620570,736,France,Male,43,4,202443.47,1,1,0,72375.03,0
15730759,561,France,Female,27,9,135637.0,1,1,0,153080.4,1
15646720,628,Spain,Female,55,7,0.0,3,1,0,85890.75,1
15759991,748,Spain,Male,36,4,141573.55,1,1,0,82158.14,0
15595153,644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0
15600832,508,France,Female,43,9,0.0,1,1,0,103726.71,0
15575935,673,France,Male,59,0,178058.06,2,0,1,21063.71,1
15806134,707,Germany,Male,34,9,162691.16,2,1,0,94912.78,0
15784042,624,France,Male,55,7,118793.6,1,1,1,95022.02,1
15660211,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0
15721116,597,Spain,Male,24,0,108058.07,2,1,1,187826.11,0
15806941,499,France,Male,60,7,76961.6,2,1,1,83643.87,0
15621021,687,Spain,Female,40,1,0.0,2,1,0,8207.36,0
15809722,611,France,Female,40,8,100812.33,2,1,0,147358.27,0
15796179,683,France,Male,43,8,0.0,1,1,0,96754.8,0
15796787,681,France,Male,46,0,105969.42,1,1,0,5771.56,0
15763274,661,France,Male,48,3,120320.54,1,0,0,96463.25,0
15661629,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1
15662483,850,France,Male,43,7,0.0,2,1,1,173851.11,0
15750574,677,Spain,Female,34,4,0.0,2,1,1,6175.53,0
15799785,679,Germany,Female,30,4,77949.69,1,1,1,121151.46,0
15674206,716,France,Female,22,8,0.0,2,1,1,92606.98,0
15810944,586,France,Female,35,7,0.0,2,1,0,70760.69,0
15732430,850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0
15785367,651,France,Female,56,4,0.0,1,0,0,84383.22,1
15578369,652,Germany,Female,37,9,145219.3,1,1,0,159132.83,0
15677117,629,France,Female,61,6,0.0,2,1,1,133672.61,0
15757568,704,France,Female,45,6,0.0,1,1,1,137739.45,0
15815530,612,France,Female,42,10,75497.51,1,0,0,149682.78,0
15614818,764,Spain,Female,33,9,168964.77,1,0,1,118982.51,0
15812720,807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0
15675328,449,France,Female,37,6,0.0,2,1,0,82176.48,0
15745621,640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0
15663770,802,France,Male,38,1,142557.11,1,1,1,172497.73,0
15809286,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1
15649150,531,France,Female,53,5,127642.44,1,1,0,141501.45,1
15666173,793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0
15672574,850,Spain,Female,32,5,0.0,1,1,1,3830.59,0
15581893,747,France,Male,43,1,130788.71,1,0,1,101495.0,1
15615177,561,Spain,Male,28,6,123692.0,1,1,1,70548.96,0
15652527,680,France,Male,44,7,108724.98,1,0,1,72330.46,0
15576615,719,Spain,Male,37,10,145382.61,1,1,0,80408.59,0
15662500,774,Spain,Male,32,9,0.0,2,1,0,10604.48,0
15727915,507,France,Male,36,4,83543.37,1,0,0,140134.43,0
15797113,552,Spain,Female,34,4,0.0,2,1,0,140286.69,0
15716608,651,Spain,Male,38,2,0.0,3,1,0,67029.82,1
15575858,763,France,Male,40,3,0.0,2,1,0,134281.11,0
15774401,773,Spain,Male,51,4,0.0,2,0,0,123587.83,1
15702541,551,France,Female,59,2,166968.28,1,1,0,159483.76,1
15595883,540,Germany,Male,39,4,127278.31,1,1,1,16150.34,0
15669011,659,France,Female,44,9,23503.31,1,0,1,169862.01,1
15642934,669,Germany,Female,35,4,108269.2,2,1,0,174969.92,0
15770474,685,France,Female,33,1,0.0,3,0,1,70221.13,1
15756655,632,France,Female,34,2,0.0,2,0,0,165385.55,0
15789874,712,France,Female,29,3,87375.78,2,0,0,166194.53,0
15781409,834,France,Female,28,6,0.0,1,1,0,74287.53,0
15666856,774,France,Male,49,1,142767.39,1,1,1,8214.41,0
15780961,735,France,Female,21,1,178718.19,2,1,0,22388.0,0
15736008,644,France,Female,46,9,95441.27,1,1,0,108761.05,1
15675926,655,Germany,Male,34,7,118028.35,1,1,0,51226.32,1
15684801,689,France,Male,47,1,93871.95,3,1,0,156878.42,1
15618703,663,Spain,Female,53,6,150200.23,1,0,1,151317.27,1
15787597,420,Germany,Female,31,1,108377.75,2,1,1,9904.63,0
15647191,677,France,Male,36,4,0.0,2,1,0,7824.31,0
15611905,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0
15606177,672,France,Male,39,2,0.0,2,1,0,87372.49,0
15738936,760,Germany,Male,29,5,103607.24,2,0,1,86334.64,0
15629677,687,Spain,Female,39,2,0.0,3,0,0,188150.6,1
15793455,627,Spain,Female,55,6,0.0,1,0,0,91943.94,1
15776096,606,Spain,Male,34,3,161572.24,1,0,1,191076.22,0
15733476,543,Germany,Male,30,6,73481.05,1,1,1,176692.65,0
15589975,646,France,Female,73,6,97259.25,1,0,1,104719.66,0
15597914,641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1
15649121,665,France,Male,52,3,0.0,1,1,0,116137.01,1
15692631,577,Spain,Female,44,8,115557.0,1,0,1,127506.76,0
15624423,850,France,Male,28,8,99986.98,1,1,0,196582.55,0
15717984,477,France,Male,47,9,144900.58,1,1,0,61315.37,1
15623744,634,France,Male,34,8,105302.66,1,1,1,123164.97,0
15773972,614,France,Male,50,4,137104.47,1,1,0,127166.49,1
15569222,781,France,Male,32,6,147107.91,1,1,1,40066.95,0
15637788,743,France,Male,23,3,110203.77,1,1,0,95583.45,0
15808326,592,France,Female,34,9,0.0,2,1,1,20460.2,0
15600813,717,France,Male,50,9,90305.76,1,1,1,124626.57,0
15667632,703,France,Female,42,7,0.0,2,0,1,72500.68,0
15568328,488,France,Female,22,6,0.0,2,1,1,66393.89,0
15677336,557,Germany,Male,57,1,120043.13,1,1,0,132370.75,1
15680970,611,Germany,Female,41,2,114206.84,1,1,0,164061.6,0
15622911,759,France,Male,42,4,105420.18,1,0,1,121409.06,0
15729515,782,France,Male,36,1,148795.17,2,1,1,195681.43,0
15734628,623,France,Female,35,5,0.0,2,1,0,101192.08,0
15736413,739,France,Male,29,1,0.0,2,1,1,164484.78,0
15662533,598,Spain,Female,23,6,0.0,2,1,0,153229.19,0
15733974,500,Spain,Male,37,9,125822.21,1,1,0,111698.0,0
15574761,466,France,Female,41,3,33563.95,2,1,0,178994.13,1
15733705,577,France,Female,30,8,92472.1,2,0,1,126434.61,0
15798850,576,France,Male,32,7,0.0,2,1,0,4660.91,0
15593976,578,Germany,Female,31,5,102088.68,4,0,0,187866.21,1
15579526,551,France,Male,42,1,50194.59,1,1,1,23399.58,0
15619626,746,France,Male,24,3,137492.35,2,0,1,170142.09,0
15608246,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1
15706268,697,Germany,Male,51,1,147910.3,1,1,1,53581.14,0
15645184,701,France,Male,29,2,0.0,2,1,0,176943.59,0
15722578,685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0
15705174,656,Germany,Male,68,7,153545.11,1,1,1,186574.68,0
15755138,850,France,Female,32,8,0.0,2,1,1,55593.8,0
15670066,643,Spain,Male,34,6,0.0,2,1,1,116046.22,0
15641004,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0
15792729,474,Germany,Female,34,9,176311.36,1,1,0,160213.27,0
15726403,660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1
15674398,642,France,Male,38,3,0.0,2,0,0,171463.83,0
15569247,727,Spain,Female,57,1,109679.72,1,0,1,753.37,0
15786215,793,France,Male,56,8,119496.25,2,1,0,29880.99,0
15765014,547,France,Female,48,1,179380.74,2,0,1,69263.1,0
15657284,674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1
15767954,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0
15684367,555,Spain,Male,27,5,0.0,2,0,0,96398.51,0
15804937,702,France,Male,50,3,0.0,2,0,0,94949.84,0
15632446,667,France,Male,24,4,0.0,2,0,0,180329.83,0
15658670,669,France,Female,38,8,0.0,2,1,0,84049.16,0
15607990,760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0
15756150,418,France,Female,39,2,0.0,2,0,0,9041.71,0
15666884,508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0
15729083,674,France,Male,36,2,154525.7,1,0,1,27468.72,0
15569572,778,France,Male,42,6,0.0,2,1,1,106197.44,0
15604576,850,Spain,Male,22,3,0.0,1,1,1,144385.54,0
15689237,471,France,Female,27,4,0.0,2,1,0,122642.09,0
15759244,687,Germany,Male,44,8,95368.14,2,1,1,1787.85,0
15597467,606,France,Female,71,8,0.0,2,1,1,169741.96,0
15591740,590,France,Female,54,4,0.0,2,1,1,93820.49,1
15665790,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0
15623649,629,Spain,Male,32,3,0.0,2,1,1,15404.64,0
15706200,637,Germany,Male,41,2,138014.4,2,1,0,140298.24,0
15604217,726,France,Male,34,9,0.0,2,0,0,14121.61,0
15607993,625,France,Female,52,2,79468.96,1,1,1,84606.03,0
15753874,694,France,Male,37,10,143835.47,1,0,1,33326.71,0
15730397,739,Spain,Male,40,1,109681.61,1,1,1,193321.3,0
15791501,590,France,Male,43,8,0.0,2,1,1,143628.31,0
15667392,652,Spain,Female,38,6,123081.84,2,1,1,188657.97,0
15759298,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0
15686941,575,Spain,Female,26,7,0.0,2,1,0,112507.63,0
15713517,529,France,Male,39,6,102025.08,2,1,0,12351.01,0
15567383,678,Germany,Female,44,2,98009.13,2,0,1,31384.86,0
15598884,650,Spain,Female,23,5,0.0,1,1,1,180622.43,0
15648136,658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0
15733888,668,Spain,Female,36,3,133686.52,1,1,0,190958.48,1
15813660,754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0
15662085,678,France,Female,32,9,0.0,1,1,1,148210.64,0
15788189,665,France,Female,41,8,96147.55,1,1,0,137037.97,0
15805909,700,Spain,Male,28,8,159900.38,1,0,0,22698.56,0
15644501,579,France,Female,26,10,162482.76,1,1,1,18458.2,0
15764708,572,France,Male,30,6,117696.67,1,1,0,100843.82,0
15775662,760,France,Male,43,8,121911.59,1,1,0,193312.33,0
15662263,749,Germany,Male,22,4,94762.16,2,1,1,42241.54,0
15739578,850,France,Male,49,6,128663.9,1,1,0,65769.3,1
15717056,828,Germany,Female,25,7,144351.86,1,1,0,116613.26,0
15688984,595,France,Male,20,4,95830.43,1,1,0,177738.98,0
15612030,724,France,Male,28,9,0.0,2,1,1,100240.2,0
15638871,639,France,Male,77,6,80926.02,2,1,1,55829.25,0
15660403,827,Spain,Female,35,0,0.0,2,0,1,184514.01,0
15676521,696,France,Female,31,8,0.0,2,0,0,191074.11,0
15701946,715,France,Male,34,4,124314.45,1,0,0,97782.92,0
15680197,701,France,Male,41,10,0.0,2,1,1,146257.77,0
15621227,668,Germany,Female,46,7,161806.09,1,1,1,173052.19,0
15802909,706,Germany,Female,56,3,139603.22,1,1,1,86383.61,0
15611365,730,France,Female,32,9,127661.69,1,0,0,60905.51,0
15604093,546,France,Male,34,4,165363.31,2,1,1,25744.13,1
15701885,647,France,Female,40,9,0.0,2,0,1,92357.21,0
15577018,684,Germany,Female,26,2,114035.39,1,0,0,96885.19,0
15749401,686,France,Male,60,9,0.0,3,1,1,75246.21,1
15593454,678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0
15793307,724,Spain,Female,41,4,142880.28,3,0,0,185541.2,1
15773789,594,Spain,Female,38,7,96858.35,1,1,0,77511.45,0
15717879,712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0
15675522,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0
15663921,429,France,Male,60,7,0.0,2,1,1,163691.48,0
15745080,634,France,Male,26,8,0.0,1,1,0,21760.96,0
15671609,701,France,Male,44,7,0.0,2,1,0,23425.78,0
15721189,666,France,Female,66,7,0.0,2,1,1,99792.82,0
15615832,675,Spain,Female,35,8,155621.08,1,0,1,35177.31,0
15673619,530,France,Male,25,9,162560.32,1,1,0,64129.03,0
15601589,675,France,Female,57,8,0.0,2,0,1,95463.29,0
15716236,499,France,Male,35,10,0.0,2,1,0,10722.54,0
15761733,707,France,Female,42,10,0.0,2,1,1,152944.39,0
15666767,508,France,Male,35,1,86893.28,1,0,0,59374.82,0
15773723,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1
15803689,647,Germany,Female,51,1,119741.77,2,0,0,54954.51,1
15677908,552,Spain,Male,42,4,0.0,2,0,0,195692.3,0
15778975,850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1
15745827,617,France,Male,30,3,132005.77,1,1,0,142940.39,0
15702149,767,Germany,Female,33,1,144753.21,1,1,1,132480.75,0
15813327,710,France,Male,21,4,109130.96,2,1,1,56191.99,0
15786237,651,France,Male,28,7,0.0,2,1,0,823.96,0
15699492,665,Germany,Female,27,2,147435.96,1,0,0,187508.06,0
15798906,628,France,Male,69,5,0.0,2,1,1,181964.6,0
15709142,608,Germany,Female,30,2,91057.37,2,1,0,132973.17,0
15642098,622,Spain,Female,36,0,108960.0,2,1,0,111180.3,1
15778694,638,Germany,Female,26,1,105249.76,2,1,1,23491.09,0
